Agg_ASST,simp_ASS,LARC,AUTO,DATE,O3,PM25,PRCP,TMAX,UV,holi,fri,sat,sun,Chicago,NY,LA,Phil,Phoen,Atl,SanFran,Houston,Boston,Indianapolis?
10,23,17,3,2013-08-18,0.041,13.7,0,78,5.52,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,,65,17,2013-08-18,0.05325,17.23333333,0,83,7.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,175,234,31,2013-08-19,0.057,17.76666667,0,85,7.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,58,178,31,2013-08-19,0.037,11.78,0,78,6.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,113,406,23,2013-08-19,0.05,11.52857143,0,80,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,9,33,4,2013-08-19,0.045235294,12.1875,0,73,10.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,,63,16,2013-08-19,0.0185,5,0.16,82,4.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,222,55,2013-08-19,0.057411765,13.25,0,92,9.78,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,12,28,9,2013-08-19,0.035,13.1,0,84,7.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,,106,11,2013-08-19,0.067,20.66666667,0,84,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,180,230,33,2013-08-20,0.057818182,19.13333333,0,88,7.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,57,193,26,2013-08-20,0.052333333,14.34,0,88,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,14,23,12,2013-08-20,0.049823529,10.98333333,0,71,10.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,147,399,18,2013-08-20,0.05925,13.63846154,0,89,7.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,,77,10,2013-08-20,0.017,5.333333333,0,84,6.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,0,235,43,2013-08-20,0.03475,10.32857143,0,87,9.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,13,26,12,2013-08-20,0.049,14.825,0,87,7.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,,75,16,2013-08-20,0.06225,20.8,0,86,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,157,216,43,2013-08-21,0.052454545,16.4,0.01,90,7.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,57,167,24,2013-08-21,0.059666667,16.7,0,89.5,7.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,12,29,15,2013-08-21,0.042222222,8.775,0,73,10.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,152,372,16,2013-08-21,0.07175,18.525,0,90,7.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,,71,12,2013-08-21,0.025,5.5,0.45,84,2.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,0,192,49,2013-08-21,0.039411765,11,0,94,10.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,17,30,6,2013-08-21,0.06,20.7,0,89,7.44,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,,102,15,2013-08-21,0.05175,16.96666667,0,87,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,176,202,29,2013-08-22,0.034181818,11.4,0.23,78,4.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,73,135,35,2013-08-22,0.031,11.82,0.705,84.5,7.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,15,14,8,2013-08-22,0.038705882,6.675,0,77,9.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,130,378,17,2013-08-22,0.0295,10.5625,0.24,79,7.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,,66,10,2013-08-22,0.0385,6.5,0,88,9.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,203,33,2013-08-22,0.036941176,7.071428571,0,94,10.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,20,24,3,2013-08-22,0.051,19.1,0,89,7.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,,96,15,2013-08-22,0.047,15.5,0,85,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,160,221,33,2013-08-23,0.033454545,9.75,0,82,6.76,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14,72,177,32,2013-08-23,0.025,11.7,0,78,4.78,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56,159,452,28,2013-08-23,0.03,8.146153846,0,81,5.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,13,14,10,2013-08-23,0.046944444,9.138461538,0,77,10.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,,66,9,2013-08-23,0.045,10.75,0,90,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41,0,209,29,2013-08-23,0.048705882,9.185714286,0,96,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,27,33,6,2013-08-23,0.028,9.25,0,78,6.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14,,100,14,2013-08-23,0.04525,11.58333333,0,83,7.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46,193,240,32,2013-08-24,0.0542,9.975,0,86,7.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14,67,139,18,2013-08-24,0.045333333,8.3,0,81.5,6.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0
84,190,416,27,2013-08-24,0.04075,4.05,0,79,6.66,0,0,1,0,0,1,0,0,0,0,0,0,0,0
28,14,23,4,2013-08-24,0.056722222,11.8875,0,69,9.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,,63,10,2013-08-24,0.038,9,0,84,8.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,0,222,52,2013-08-24,0.042666667,11.425,0,95,9.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10,20,22,9,2013-08-24,0.029,7.15,0,72,6.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17,,92,23,2013-08-24,0.055,11.23333333,0,86,7.24,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,218,229,48,2013-08-25,0.061,12.15,0,89,7.16,0,0,0,1,1,0,0,0,0,0,0,0,0,0
28,72,133,21,2013-08-25,0.054666667,9.56,0,82,7.26,0,0,0,1,0,0,0,1,0,0,0,0,0,0
71,173,385,21,2013-08-25,0.05175,5.6125,0,83,7.13,0,0,0,1,0,1,0,0,0,0,0,0,0,0
23,26,12,7,2013-08-25,0.059722222,11.4625,0,70,10.15,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7,,66,13,2013-08-25,0.039,9.9,0,82,8.88,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,0,179,31,2013-08-25,0.027882353,4.525,0.11,85,9.67,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10,17,19,9,2013-08-25,0.038,8.5,0,83,6.77,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17,,62,7,2013-08-25,0.0585,15.2,0,88,7.68,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,177,224,43,2013-08-26,0.054181818,15.025,0,92,6.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,65,180,32,2013-08-26,0.055,11.7,0,87,7.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,10,12,3,2013-08-26,0.044875,8.830769231,0,78,10.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,162,389,18,2013-08-26,0.0485,11.60769231,0,84,4.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,,82,8,2013-08-26,0.044,10.23333333,0,82,8.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,199,30,2013-08-26,0.018352941,6.075,0.06,84,8.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,16,31,2,2013-08-26,0.042,14.24444444,0.01,84,4.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,,79,18,2013-08-26,0.04575,20.85714286,0,88,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,163,211,27,2013-08-27,0.054636364,14.175,0,96,7.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,60,166,32,2013-08-27,0.051,10.22,0,89.5,7.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,136,414,15,2013-08-27,0.047,8.2625,0.01,86,7.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,13,16,5,2013-08-27,0.044352941,9.3625,0,76,10.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,,74,13,2013-08-27,0.057,16.63333333,0,86,9.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,196,28,2013-08-27,0.0365625,9.225,0,92,8.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,20,31,7,2013-08-27,0.033,19.25,0.01,76,6.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,,102,15,2013-08-27,0.04575,18.46666667,0,91,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,204,219,26,2013-08-28,0.0422,10.725,0,83,5.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,48,170,32,2013-08-28,0.027666667,17.5,0.76,76.5,7.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,15,14,7,2013-08-28,0.048058824,9.475,0,79,10.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,142,420,20,2013-08-28,0.03675,15.475,0.1,85,7.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,,71,15,2013-08-28,0.062,21.35,0,90,8.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,213,34,2013-08-28,0.063647059,15.5125,0,96,9.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,16,45,5,2013-08-28,0.043,16.66666667,0,73,6.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,,116,16,2013-08-28,0.05425,14.03333333,0,92,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,177,215,30,2013-08-29,0.043111111,15.2,0,89,7.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,59,158,24,2013-08-29,0.051666667,18.85,0,83,6.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,20,30,4,2013-08-29,0.048176471,8.384615385,0,83,9.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,131,378,17,2013-08-29,0.04775,9.746153846,0,80,6.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,,58,13,2013-08-29,0.0575,20.84,0,92,9.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,229,24,2013-08-29,0.061705882,15.5375,0,98,9.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,25,20,7,2013-08-29,0.015,6.375,0,67,6.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,,87,12,2013-08-29,0.05125,15.41666667,0,89,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,169,252,38,2013-08-30,0.054909091,14.825,0.36,96,7.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,60,162,31,2013-08-30,0.044333333,12.08,0,83,5.39,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18,22,25,6,2013-08-30,0.042941176,7.4875,0,92,9.28,0,1,0,0,0,0,1,0,0,0,0,0,0,0
65,146,443,26,2013-08-30,0.0515,11.6875,0,86,6.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,,63,5,2013-08-30,0.036,21.16666667,0,87,8.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35,0,254,30,2013-08-30,0.059176471,17.6125,0,95,9.76,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8,17,32,3,2013-08-30,0.038,11.02,0,84,7.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16,,88,24,2013-08-30,0.05675,16.9,0.03,92,7.71,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,186,223,36,2013-08-31,0.037363636,8.133333333,0.07,78,6.87,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23,69,129,23,2013-08-31,0.040666667,12.74,0,87.5,6.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26,20,19,2,2013-08-31,0.034722222,6.5375,0,84,9.84,0,0,1,0,0,0,1,0,0,0,0,0,0,0
92,178,368,24,2013-08-31,0.04325,12.9375,0,86,6.96,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9,,65,12,2013-08-31,0.048,16.73333333,0,90,9.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,0,224,45,2013-08-31,0.059294118,14.125,0,95,9.33,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6,17,15,5,2013-08-31,0.038,18.6,0,82,6.76,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15,,58,13,2013-08-31,0.05225,11.13333333,0.7,93,7.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1
45,247,251,38,2013-09-01,0.046727273,9.6,0.14,85,6.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,62,127,29,2013-09-01,0.043666667,12.28,0,89.5,5.96,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,18,14,4,2013-09-01,0.0325,5.107692308,0,80,9.58,0,0,0,1,0,0,1,0,0,0,0,0,0,0
82,210,390,26,2013-09-01,0.037,10.8,0,85,6.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,,66,7,2013-09-01,0.033,14.7,0.04,90,8.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,0,191,35,2013-09-01,0.036058824,9.1125,0,96,9.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4,25,27,5,2013-09-01,0.033,9.43,0.38,79,6.55,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11,,67,14,2013-09-01,0.0465,10.8625,0,82,4.66,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,210,228,29,2013-09-02,0.029272727,7.1,0,79,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
27,61,131,25,2013-09-02,0.034333333,11.8,1.4,82,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,13,12,2,2013-09-02,0.037166667,6.857142857,0,77,9.03,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,166,366,23,2013-09-02,0.036,12.75,0.9,82,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11,,70,20,2013-09-02,0.0405,9.366666667,0.48,84,8.98,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,179,43,2013-09-02,0.031411765,6.3,0.64,97,9.43,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,14,21,3,2013-09-02,0.033,7.66,0.38,81,5.34,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17,,70,12,2013-09-02,0.04075,10.96666667,0,83,6.77,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,151,226,22,2013-09-03,0.033727273,6.366666667,0,77,6.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,69,176,33,2013-09-03,0.036,10.68,0.005,84.5,6.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,137,363,24,2013-09-03,0.03525,5.471428571,0.09,82,6.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,15,25,5,2013-09-03,0.036470588,7.371428571,0,82,9.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,,87,12,2013-09-03,0.046,13.46666667,0,90,8.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,205,44,2013-09-03,0.042176471,7.085714286,0,96,9.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,10,28,5,2013-09-03,0.033,10.98,0,81,6.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,,86,14,2013-09-03,0.034,4.1,0,74,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,168,196,34,2013-09-04,0.046818182,7.866666667,0,84,6.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,56,142,36,2013-09-04,0.044,6.48,0,82,6.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,145,361,35,2013-09-04,0.0435,5.166666667,0,82,6.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,17,19,8,2013-09-04,0.042529412,8.566666667,0,82,9.97,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,,62,16,2013-09-04,0.0585,15.8,0,89,8.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,0,201,38,2013-09-04,0.044,8.525,0,92,8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,15,21,9,2013-09-04,0.027,5.7,0,82,6.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,,79,21,2013-09-04,0.04825,10.6,0,82,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,184,236,26,2013-09-05,0.036090909,6.2,0,74,6.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,61,156,22,2013-09-05,0.039,10.44,0,81.5,6.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,127,424,24,2013-09-05,0.0345,5.155555556,0,77,5.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,8,16,5,2013-09-05,0.050352941,10.03333333,0,83,9.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,,74,11,2013-09-05,0.0735,17.7,0,89,8.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,201,29,2013-09-05,0.0362,8.9875,0,94,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,16,19,4,2013-09-05,0.02,6.6,0.09,70,4.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,,82,18,2013-09-05,0.05675,11.86666667,0,84,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,171,222,41,2013-09-06,0.050181818,9.375,0,86,6.43,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21,65,157,22,2013-09-06,0.037,7.92,0,74,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61,149,391,23,2013-09-06,0.03775,3.2125,0,72,6.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18,15,10,8,2013-09-06,0.051944444,9.925,0,84,9.54,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,,61,10,2013-09-06,0.0535,15.43333333,0,88,8.27,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,0,233,42,2013-09-06,0.031866667,7.7,0,92,9.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,23,22,6,2013-09-06,0.032,6.5,0,71,5.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,,87,16,2013-09-06,0.05475,9.766666667,0,83,6.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,218,236,39,2013-09-07,0.052363636,17.4,0.01,88,6.23,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,73,140,32,2013-09-07,0.050666667,9.82,0,80,6.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0
80,173,409,19,2013-09-07,0.04925,7.058333333,0,79,6.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0
22,18,20,6,2013-09-07,0.057888889,10.84615385,0,82,9.19,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6,,74,10,2013-09-07,0.063,16.02,0,88,8.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0
50,0,206,34,2013-09-07,0.0249375,5.4875,0.36,91,9.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12,20,33,13,2013-09-07,0.042,6.5,0,81,6.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13,,82,14,2013-09-07,0.06175,17.0625,0,86,6.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,207,177,22,2013-09-08,0.038818182,16.75,0,77,4.91,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29,59,135,28,2013-09-08,0.042333333,12.74,0.005,83.5,5.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
59,186,335,15,2013-09-08,0.04075,6.916666667,0,80,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20,19,11,3,2013-09-08,0.055111111,10.58571429,0,72,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,,61,16,2013-09-08,0.0545,19.7,0,91,8.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0
44,0,191,24,2013-09-08,0.033647059,5.9,0.01,90,8.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,21,25,9,2013-09-08,0.029,6.84,0,78,5.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,,65,11,2013-09-08,0.06475,21.66666667,0,87,6.34,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,186,213,32,2013-09-09,0.065363636,19.75,0,94,6.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,64,152,26,2013-09-09,0.029666667,7.84,0,76,6.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,115,401,24,2013-09-09,0.03125,2.3,0,73,5.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,13,13,8,2013-09-09,0.042333333,9.4,0,69,8.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,,83,9,2013-09-09,0.046,19.56666667,0,90,8.21,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,185,37,2013-09-09,0.039,9.3375,0.02,91,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,27,25,7,2013-09-09,0.029,5.12,0,71,5.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,,88,18,2013-09-09,0.061,21.7,0,91,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,206,204,26,2013-09-10,0.056,16.15,0,95,6.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,76,141,25,2013-09-10,0.045,17.88,0,88,6.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,17,19,7,2013-09-10,0.0395,9.561538462,0,72,8.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,130,415,29,2013-09-10,0.0465,15.88333333,0,88,5.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,,73,7,2013-09-10,0.0445,17.32,0,89,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,212,41,2013-09-10,0.037117647,10.87142857,0.32,90,8.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,11,20,3,2013-09-10,0.027,9.2375,0.03,77,5.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,,88,17,2013-09-10,0.055666667,20.72857143,0,95,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,195,187,34,2013-09-11,0.048727273,13.225,0,91,6.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,70,148,26,2013-09-11,0.054,25.04,0,94,6.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,19,27,8,2013-09-11,0.04,10.21428571,0,73,8.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,135,386,16,2013-09-11,0.05625,26.61111111,0,94,6.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,,72,5,2013-09-11,0.0525,16.76666667,0,89,8.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0,194,29,2013-09-11,0.044352941,11.22857143,0,91,8.86,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,19,29,3,2013-09-11,0.061,21.06666667,0,97,6.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,,78,17,2013-09-11,0.053333333,18.3,0,92,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,188,208,26,2013-09-12,0.034727273,9.4,0,82,5.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,85,160,22,2013-09-12,0.047333333,19.7,0.06,89,6.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,20,22,3,2013-09-12,0.0515,9.442857143,0,74,8.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,145,390,22,2013-09-12,0.0375,17.37777778,1.27,86,6.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,,72,10,2013-09-12,0.0495,17.56666667,0,90,8.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0,202,35,2013-09-12,0.04625,8.3625,0,93,9.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,19,23,6,2013-09-12,0.048,17.72,0.57,88,6.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,,76,8,2013-09-12,0.039,10.83333333,0.14,82,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,148,233,39,2013-09-13,0.035181818,4.26,0,67,4.04,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33,79,154,38,2013-09-13,0.020666667,7.2,0.26,78.5,5.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60,183,407,27,2013-09-13,0.022,3.575,0.03,77,5.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16,15,25,6,2013-09-13,0.0519375,10.26153846,0,74,8.95,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,,77,13,2013-09-13,0.051,11.14,0,87,7.81,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35,0,204,36,2013-09-13,0.054411765,11.7,0,95,9.01,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,15,20,2,2013-09-13,0.029,6.55,0.39,76,4.79,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21,,85,11,2013-09-13,0.03175,2.685714286,0,67,6.07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,174,222,30,2013-09-14,0.039090909,5.68,0,72,5.74,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,57,114,34,2013-09-14,0.020333333,5.98,0,67,5.14,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79,147,369,28,2013-09-14,0.0205,1.45,0,68,5.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32,10,19,8,2013-09-14,0.065277778,12.35,0,74,8.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,,63,8,2013-09-14,0.045,8.7,0,82,7.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0
31,0,206,34,2013-09-14,0.052176471,14.325,0,93,8.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9,24,34,9,2013-09-14,0.012,6.1,0,68,5.23,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14,,64,15,2013-09-14,0.03675,6.1,0,70,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,197,194,37,2013-09-15,0.025545455,9.02,0.65,62,1.03,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,66,135,27,2013-09-15,0.037333333,9.06,0,74.5,5.85,0,0,0,1,0,0,0,1,0,0,0,0,0,0
74,199,385,22,2013-09-15,0.03575,3.466666667,0,73,5.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29,14,6,8,2013-09-15,0.066666667,12.25,0,77,8.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8,,67,16,2013-09-15,0.038,13.46666667,0,84,6.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41,0,152,46,2013-09-15,0.024176471,16.075,0,92,8.13,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,27,33,7,2013-09-15,0.026,5.46,0,73,5.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,,76,16,2013-09-15,0.04375,10.63333333,0.01,75,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,159,199,29,2013-09-16,0.030636364,5.2,0,64,5.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0
