Agg_ASST,simp_ASS,LARC,AUTO,DATE,O3,PM25,PRCP,TMAX,UV,holi,fri,sat,sun,Chicago,NY,LA,Phil,Phoen,Atl,SanFran,Houston,Boston,Indianapolis?
36,259,295,66,2007-10-12,0.025181818,6.978571429,0,56,2.26,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,66,136,55,2007-10-12,0.02675,3.175,0.27,63,4.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36,124,406,42,2007-10-12,0.02275,3.511111111,0.14,62,3.68,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,36,66,17,2007-10-12,,6.15,0,60,3.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1
64,250,236,55,2007-10-13,0.015,10.5,0,59,3.47,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30,68,112,40,2007-10-13,0.028,8.74,0,63,3.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0
48,159,327,36,2007-10-13,0.0265,8.084615385,0,63,3.87,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8,62,59,11,2007-10-13,,12.53333333,0,63,2.06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69,214,225,61,2007-10-14,0.016272727,12.02857143,0.15,61,1.51,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,67,131,38,2007-10-14,0.03475,7.98,0,68,3.92,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53,165,280,34,2007-10-14,0.0255,7.330769231,0,65,3.76,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17,60,37,20,2007-10-14,,13.1,0,73,2.33,0,0,0,1,0,0,0,0,0,0,0,0,0,1
46,219,280,72,2007-10-15,0.036272727,18.36428571,0.07,74,3.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,75,146,51,2007-10-15,0.028666667,10.23333333,0,71,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,124,371,35,2007-10-15,0.02125,7.644444444,0,69,3.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,35,79,24,2007-10-15,,17.2,0,78,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,289,256,51,2007-10-16,0.0214,14.95714286,0.24,67,3.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,96,156,53,2007-10-16,0.0225,11.88,0,73,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,145,354,39,2007-10-16,0.015,9.630769231,0,71,3.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,53,106,17,2007-10-16,,16.66666667,0.26,72,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,272,236,53,2007-10-17,0.028727273,11.64285714,0.04,72,3.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,87,162,66,2007-10-17,0.04575,24.275,0,79.5,4.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,130,333,32,2007-10-17,0.024,25.93846154,0,73,2.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,37,82,18,2007-10-17,,17.86666667,0.05,76,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,265,261,50,2007-10-18,0.035727273,8.461538462,0.3,78,3.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,63,155,49,2007-10-18,0.0275,16.28,0,78.5,3.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,137,386,49,2007-10-18,0.01675,20.93333333,0,79,3.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,38,79,27,2007-10-18,,10.71111111,0.86,81,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,212,307,61,2007-10-19,0.0192,5.257142857,0.01,60,1.37,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,85,140,45,2007-10-19,0.026,8.42,0.26,77.5,3.49,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,153,362,39,2007-10-19,0.022333333,8.523076923,0.63,74,3.52,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18,52,84,23,2007-10-19,,7.133333333,0.01,69,2.77,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67,276,219,48,2007-10-20,0.038,5.216666667,0,73,3.57,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45,72,142,51,2007-10-20,0.0335,7.64,0,72.5,3.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75,175,368,47,2007-10-20,0.029,9.292307692,0.01,72,3.86,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,55,62,26,2007-10-20,,7.333333333,0,72,4.26,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79,324,230,53,2007-10-21,0.051909091,7.4,0,80,3.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39,78,138,43,2007-10-21,0.0395,10.25,0,77,4.19,0,0,0,1,0,0,0,1,0,0,0,0,0,0
93,177,291,38,2007-10-21,0.031666667,12.75555556,0,76,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20,59,52,16,2007-10-21,,8.4,0,78,4.28,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,189,258,61,2007-10-22,0.025,8.65,0.16,67,1.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,102,165,60,2007-10-22,0.042,13.02,0,79,4.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,172,373,29,2007-10-22,0.032,15.80769231,0,77,3.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,30,110,20,2007-10-22,,14.43333333,0.8,69,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,221,268,57,2007-10-23,0.020181818,6.833333333,0,58,2.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,84,156,47,2007-10-23,0.038,9.68,0.005,81,2.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,170,395,32,2007-10-23,0.031333333,10.99230769,0,81,2.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,34,103,15,2007-10-23,,3.933333333,0.41,58,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,209,279,57,2007-10-24,0.027090909,3.192307692,0,55,1.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,97,151,76,2007-10-24,0.0215,4.78,0.52,69.5,1.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,110,373,40,2007-10-24,0.018,4.91875,0.15,70,1.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,22,97,14,2007-10-24,,4.8,0,55,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,244,267,60,2007-10-25,0.028363636,3.657142857,0,55,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,81,142,55,2007-10-25,0.01825,5.14,0.18,57,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,135,400,34,2007-10-25,0.013666667,4.7,0.09,61,0.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,23,70,14,2007-10-25,,5.4,0,60,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,241,297,49,2007-10-26,0.017909091,14.01428571,0.33,65,2.22,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23,75,147,45,2007-10-26,0.017,5.36,1.2,62,0.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0
33,122,378,45,2007-10-26,0.01475,6.258333333,0.32,60,2.19,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,47,94,21,2007-10-26,,10.03333333,0.08,67,3.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,245,271,49,2007-10-27,0.024454545,14.81428571,0.01,55,1.84,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,62,146,56,2007-10-27,0.02175,7.44,1.04,71,0.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,129,360,39,2007-10-27,0.0175,7.105882353,0.94,70,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7,57,70,22,2007-10-27,,10.45,0,56,1.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
55,242,247,56,2007-10-28,0.030818182,11.04285714,0,56,2.83,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,50,143,35,2007-10-28,0.03125,5.3,0,57.5,3.34,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76,160,284,41,2007-10-28,0.028,4.583333333,0,59,3.29,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9,50,57,24,2007-10-28,,10.83333333,0,57,3.34,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,235,268,58,2007-10-29,0.027545455,10.82,0,61,2.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,71,161,52,2007-10-29,0.0225,6.45,0,55,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,120,320,44,2007-10-29,0.01675,6.341666667,0,54,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,41,77,8,2007-10-29,,15.86666667,0,59,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,278,256,77,2007-10-30,0.030454545,13.25,0,66,3.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,83,144,43,2007-10-30,0.023,14.275,0,63.5,3.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,113,362,44,2007-10-30,0.014,15.00625,0,64,3.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,44,59,30,2007-10-30,,17.27777778,0,65,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,291,268,80,2007-10-31,0.026,14.2,0,62,2.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,68,129,54,2007-10-31,0.033666667,19.14,0,66.5,3.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,138,364,34,2007-10-31,0.03325,18.86666667,0,64,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,43,82,16,2007-10-31,,14.35,0,67,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,258,346,71,2007-11-01,0.020666667,8.785714286,0,54,2.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,78,147,60,2007-11-01,0.02325,9.62,0,69,2.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,157,469,32,2007-11-01,0.01625,9.345454545,0,67,2.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,54,121,26,2007-11-01,,7.933333333,0,55,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,203,212,54,2007-11-02,0.017166667,13.16428571,0,57,2.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,67,110,52,2007-11-02,0.0215,5.466666667,0,57.5,2.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0
42,151,380,39,2007-11-02,0.02275,6.038888889,0,56,2.86,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,46,89,25,2007-11-02,,15.51,0,59,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1
53,258,239,51,2007-11-03,0.026666667,11.14285714,0,55,2.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13,55,128,43,2007-11-03,0.029,5.22,0,59,1.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,133,348,48,2007-11-03,0.024,4.216666667,0,53,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9,41,63,21,2007-11-03,,21.8,0,59,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
61,226,187,59,2007-11-04,0.023,10.01428571,0.01,53,1.63,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,51,130,46,2007-11-04,0.03025,12.1,0,57,2.51,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56,166,293,33,2007-11-04,0.023,11.24166667,0,56,2.54,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11,49,52,12,2007-11-04,,11,0,56,2.27,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,219,257,51,2007-11-05,0.024166667,6.55,0,54,1.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,82,163,65,2007-11-05,0.0305,14,0.01,59,2.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,125,373,52,2007-11-05,0.033,13.49444444,0,58,2.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,43,77,19,2007-11-05,,8.8,0,65,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,191,249,41,2007-11-06,0.021333333,4.985714286,0,45,1.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,53,206,47,2007-11-06,0.024,8.58,0.19,54,2.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,102,346,43,2007-11-06,0.01425,10.33333333,0.5,58,1.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,40,85,21,2007-11-06,,6.7,0,43,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,186,235,70,2007-11-07,0.019833333,6.971428571,0,43,1.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,75,122,34,2007-11-07,0.02525,5.2,0,52,1.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,116,344,25,2007-11-07,0.0195,7.491666667,0,50,1.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,34,76,19,2007-11-07,,11.825,0,45,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,209,214,48,2007-11-08,0.012833333,13.62857143,0,51,1.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,72,130,44,2007-11-08,0.02575,8.533333333,0,46,2.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,120,357,33,2007-11-08,0.01675,10.48333333,0,48,2.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,37,82,15,2007-11-08,,13.86363636,0,54,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,217,264,51,2007-11-09,0.017666667,19.21666667,0,48,1.29,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15,88,121,57,2007-11-09,0.00875,22.66,0,47,1.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43,134,361,32,2007-11-09,0.012,13.19230769,0.14,48,1.08,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,45,93,17,2007-11-09,,19,0.01,51,2.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,222,245,56,2007-11-10,0.0175,16.07142857,0,50,2.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,57,146,54,2007-11-10,0.01575,10.82,0.015,45.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
51,105,378,42,2007-11-10,0.01525,10.11538462,0.23,47,1.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19,42,69,23,2007-11-10,,20.125,0,53,2.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1
56,221,214,57,2007-11-11,0.0115,19.75384615,0.06,57,0.77,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,71,113,36,2007-11-11,0.02875,11.78,0,51,2.33,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56,166,261,23,2007-11-11,0.019666667,9.861111111,0,48,2.18,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11,44,70,16,2007-11-11,,23.37,0.91,52,0.71,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,207,267,54,2007-11-12,0.013833333,22.74285714,0,66,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23,49,164,66,2007-11-12,0.01075,23.44,0.04,51.5,2.06,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,106,308,46,2007-11-12,0.002666667,19.05833333,0.12,52,2.28,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8,35,78,23,2007-11-12,,20.075,0.46,67,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,229,233,45,2007-11-13,0.015333333,13.05714286,0,60,2.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,70,142,56,2007-11-13,0.005,31.78,0.105,62,1.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,165,340,40,2007-11-13,0.0055,23.44615385,0.19,61,1.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,37,88,18,2007-11-13,,18.175,0.12,62,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,229,254,42,2007-11-14,0.020666667,10.38461538,0,56,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,71,156,60,2007-11-14,0.01775,30.6,0,60.5,0.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,119,358,31,2007-11-14,0.014666667,28.4,0,61,2.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,46,90,22,2007-11-14,,11.75,0.01,61,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,191,212,50,2007-11-15,0.023166667,5.128571429,0,40,1.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,66,173,46,2007-11-15,0.0185,12.44,0.18,62,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,125,419,31,2007-11-15,0.013,14.76666667,0.15,62,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,51,91,22,2007-11-15,,6.7,0,44,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,235,254,42,2007-11-16,0.007166667,10.74285714,0,41,0.95,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22,56,162,49,2007-11-16,0.0245,3.06,0,48,1.88,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35,144,376,37,2007-11-16,0.0165,5.725,0,48,1.67,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,37,105,19,2007-11-16,,10.2,0,43,1.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,182,256,45,2007-11-17,0.020833333,16.67857143,0.04,46,1.18,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17,52,135,57,2007-11-17,0.01925,10.88,0,47,1.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62,143,326,31,2007-11-17,0.01725,9.127777778,0,47,1.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20,46,90,20,2007-11-17,,17,0,54,1.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,224,219,49,2007-11-18,0.021,15.125,0.01,43,1.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18,69,122,34,2007-11-18,0.018,12.16,0.105,43.5,0.41,0,0,0,1,0,0,0,1,0,0,0,0,0,0
55,156,325,46,2007-11-18,0.0225,6.558333333,0,47,0.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15,54,66,20,2007-11-18,,19.3,0.03,43,1.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,207,226,39,2007-11-19,0.0095,25.31428571,0,59,1.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,56,153,49,2007-11-19,0.0055,10.28,0.19,42.5,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,122,352,32,2007-11-19,0.0125,7.091666667,0.14,46,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,43,83,29,2007-11-19,,21.9,0.01,62,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,214,234,44,2007-11-20,0.015833333,35.53076923,0.3,55,1.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,58,177,53,2007-11-20,0.00575,16.4,0.04,50.5,0.32,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,109,387,33,2007-11-20,0.009,12.87058824,0.08,50,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,52,105,31,2007-11-20,,19.42727273,0,64,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,183,240,45,2007-11-21,0.0215,5.8,0.83,45,1.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,74,163,46,2007-11-21,0.0115,34.9,0,65.5,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,144,396,32,2007-11-21,0.001,28.30833333,0,58,1.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,31,89,20,2007-11-21,,13.625,0.2,65,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,193,153,37,2007-11-22,0.026666667,7.871428571,0.01,33,0.89,1,0,0,0,1,0,0,0,0,0,0,0,0,0
34,51,108,33,2007-11-22,0.028,16.425,0.01,71.5,0.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,133,197,38,2007-11-22,0.0175,24.09166667,0.03,66,1.27,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14,47,48,16,2007-11-22,,4.25,0.03,45,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,189,216,48,2007-11-23,0.02,8.064285714,0,32,1.52,1,1,0,0,1,0,0,0,0,0,0,0,0,0
14,41,139,48,2007-11-23,0.031666667,4.175,0,42.5,1.95,1,1,0,0,0,0,0,1,0,0,0,0,0,0
42,109,359,42,2007-11-23,0.0225,4.641176471,0,42,1.92,1,1,0,0,0,1,0,0,0,0,0,0,0,0
15,35,63,10,2007-11-23,,9.475,0,37,1.84,1,1,0,0,0,0,0,0,0,0,0,0,0,1
41,186,239,40,2007-11-24,0.014333333,14.12857143,0,38,1.18,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24,57,114,66,2007-11-24,0.025666667,8.34,0,40.5,1.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,134,313,36,2007-11-24,0.01675,7.4,0,40,1.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10,47,79,20,2007-11-24,,18.76666667,0,38,1.32,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,223,182,39,2007-11-25,0.017166667,16.51428571,0,38,1.55,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30,75,113,41,2007-11-25,0.016666667,15.86,0,50.5,1.95,0,0,0,1,0,0,0,1,0,0,0,0,0,0
59,128,280,40,2007-11-25,0.01075,15.86666667,0,50,1.83,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,46,72,25,2007-11-25,,23.23333333,0.27,39,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,163,244,47,2007-11-26,0.006,22.125,0,39,0.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,61,154,54,2007-11-26,0.01475,16.3,0.565,64,0.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,113,356,30,2007-11-26,0.01025,18.84117647,1.17,63,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,37,71,23,2007-11-26,,15.36,0.33,40,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,186,222,33,2007-11-27,0.021333333,9.614285714,0,35,1.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,61,161,62,2007-11-27,0.022,7.32,0.005,64.5,1.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,138,360,31,2007-11-27,0.0145,8.684615385,0.02,65,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,42,112,15,2007-11-27,,15.525,0,45,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,212,237,46,2007-11-28,0.0155,9.5625,0,48,0.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,76,166,49,2007-11-28,0.02,8.375,0,46,2.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,147,343,30,2007-11-28,0.015,8.453846154,0,47,1.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,47,107,27,2007-11-28,,11,0,53,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,212,218,41,2007-11-29,0.018166667,9.492857143,0,34,1.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,97,150,39,2007-11-29,0.02375,10.98,0,53.5,0.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,114,334,24,2007-11-29,0.0145,11.76666667,0.01,52,0.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,30,112,35,2007-11-29,,8.4125,0,48,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,212,201,47,2007-11-30,0.023166667,6.257142857,0,36,1.45,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,67,138,42,2007-11-30,0.0185,9.58,0,43,1.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,140,406,44,2007-11-30,0.01325,11.76923077,0,43,1.73,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14,41,97,40,2007-11-30,,10.225,0,44,1.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,178,260,56,2007-12-01,0.019166667,8.285714286,0.63,34,0.67,0,0,1,0,1,0,0,0,0,0,0,0,0,0
15,68,126,43,2007-12-01,0.031,5.66,0,38.5,1.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35,112,405,48,2007-12-01,0.02325,8.569230769,0,42,1.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,53,90,35,2007-12-01,,7.925,0,39,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28,174,194,39,2007-12-02,0.02,13.17857143,0.23,45,0.39,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17,66,102,41,2007-12-02,0.01125,11.4,0.77,38,0.56,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48,133,255,27,2007-12-02,0.00925,14.5,0.26,38,0.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11,50,63,24,2007-12-02,,14.26363636,0.72,58,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,194,222,49,2007-12-03,0.016333333,8.116666667,0,29,1.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,70,153,60,2007-12-03,0.03275,7.1,0.17,50,1.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,113,428,37,2007-12-03,0.0265,11.55384615,0.29,49,1.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,38,88,22,2007-12-03,,7.266666667,0,33,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,186,199,57,2007-12-04,0.022,10.11428571,0.23,33,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,75,151,41,2007-12-04,0.0305,2.34,0,37.5,0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,90,323,38,2007-12-04,0.021,5.753846154,0,35,1.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,31,87,20,2007-12-04,,10.73333333,0.01,35,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,175,189,45,2007-12-05,0.027166667,7.221428571,0.18,30,0.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,63,162,54,2007-12-05,0.02,11.82,0.07,32.5,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,95,326,30,2007-12-05,0.01475,10.27777778,0.01,34,1.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,29,84,10,2007-12-05,,13.53333333,0.24,32,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,213,216,56,2007-12-06,0.015,16.67142857,0.04,24,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,77,118,37,2007-12-06,0.0245,7.22,0,33.5,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,115,385,41,2007-12-06,0.018,9.638461538,0,37,,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,53,73,20,2007-12-06,,21.3,0,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,157,230,38,2007-12-07,0.011833333,18.72857143,0,30,,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14,66,159,36,2007-12-07,0.00725,20.06,0.005,36.5,,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39,136,424,46,2007-12-07,0.003333333,16.8,0,36,,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,42,92,21,2007-12-07,,21.65,0.27,34,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
